 Plate No,Thick,DISCHARGE_TEMP,HEATING_TIME,P1_TEMP,LAST_PASS_TEMP,FINAL_TEMP,LAST_ROUGH_RED,last_pass_no,FIRST_FIN_RED,FINAL_RED,WAITING_THICK,RESTART_TEMPR,START_TEMPR,WAIT_TIME,C,Mn,P,S,SI,Al,Nb,V,Cu,Charpy
SCC083677,12,1232,5.61,1099.07,782.01,721.42,41.11,13,26.47,6.48,35.45,958.00,1126.66,58.09,0.180,1.260,0.023,0.013,0.272,0.037,0.033,0.036,,Pass
SCC084273,30,1204,4.97,1124.64,861.34,828.70,15.21,15,23.03,16.58,74.35,938.38,1100.75,132.23,0.170,1.290,0.022,0.012,0.303,0.020,0.036,0.037,,Pass
SCC084274,30,1210,5.01,1071.93,867.93,838.92,15.24,15,23.02,16.65,74.33,932.33,1105.78,167.22,0.170,1.290,0.022,0.012,0.303,0.020,0.036,0.037,,Pass
SCC084915,20,1215,5.18,1138.49,872.46,858.21,21.68,13,26.30,24.29,49.40,933.44,1119.77,112.43,0.160,1.230,0.025,0.020,0.208,0.032,0.031,0.031,,Fail
SCC084916,20,1222,5.27,1120.12,863.12,853.66,21.85,13,26.29,24.50,49.41,932.21,1119.67,107.52,0.160,1.230,0.025,0.020,0.208,0.032,0.031,0.031,,Pass
SCC084917,20,1215,5.22,1136.09,869.07,858.76,22.05,13,26.30,24.40,49.41,931.31,1114.22,112.49,0.170,1.160,0.023,0.025,0.196,0.025,0.037,0.034,,Pass
SCC084919,20,1213,5.19,1133.12,868.06,855.84,22.09,13,26.25,24.33,49.41,929.81,1112.43,112.39,0.170,1.160,0.023,0.025,0.196,0.025,0.037,0.034,,Pass
SCC084936,16,1239,4.93,1143.80,868.06,837.52,30.49,13,24.11,10.72,31.48,958.38,1145.56,52.40,0.180,1.300,0.023,0.015,0.286,0.020,0.030,0.038,,Pass
SCC084939,16,1237,4.91,1170.90,876.26,831.66,30.60,13,24.18,10.53,31.47,954.07,1142.54,62.40,0.180,1.300,0.023,0.015,0.286,0.020,0.030,0.038,,Pass
SCC085139,32,1216,5.92,1080.72,907.29,869.89,18.66,13,19.69,21.49,89.27,945.02,1115.25,207.50,0.170,1.380,0.023,0.018,0.286,0.034,0.030,0.035,,Pass
SCC085142,32,1218,6.02,1068.80,883.74,854.79,18.80,15,18.10,10.32,89.26,932.26,1108.24,272.42,0.170,1.380,0.023,0.018,0.286,0.034,0.030,0.035,,Pass
SCC085202,20,1216,18.25,1087.02,949.63,895.11,29.12,13,31.33,15.35,35.69,1039.36,1146.30,0.00,0.170,1.160,0.023,0.025,0.196,0.025,0.037,0.034,,Pass
SCC085203,20,1218,18.36,1089.21,944.96,896.84,29.24,13,31.64,15.03,35.45,1039.95,1146.15,0.00,0.170,1.160,0.023,0.025,0.196,0.025,0.037,0.034,,Pass
SCC085979,40,1181,4.22,1122.75,864.94,833.60,19.15,15,18.93,11.94,79.38,943.73,1069.78,112.22,0.200,1.370,0.025,0.014,0.307,0.040,0.038,0.031,,Pass
SCC085980,40,1200,4.25,1118.57,906.53,862.77,19.02,15,18.92,12.00,79.34,925.74,1075.94,207.32,0.200,1.370,0.025,0.014,0.307,0.040,0.038,0.031,,Pass
SCC086223,20,1244,4.73,1143.41,887.77,860.37,20.98,13,21.55,17.47,39.46,960.72,1146.71,72.20,0.180,1.040,0.017,0.018,0.221,0.024,0.028,0.031,,Fail
SCC086224,20,1250,4.82,1119.47,882.67,866.01,21.23,13,21.53,17.83,39.46,964.17,1146.70,47.18,0.180,1.040,0.017,0.018,0.221,0.024,0.028,0.031,,Pass
SCC086789,25,1216,4.48,1120.34,909.79,845.01,25.34,13,22.15,20.42,74.32,943.61,1117.95,142.55,0.180,1.280,0.025,0.014,0.274,0.030,0.039,0.030,,Pass
SCC086791,25,1208,4.47,1135.63,907.50,834.04,25.35,13,22.00,20.33,74.32,941.51,1113.99,142.58,0.180,1.280,0.025,0.014,0.274,0.030,0.039,0.030,,Pass
